Drug,Label,MolecularWeight,XLogP,HydrogenBondDonorCount,HydrogenBondAcceptorCount,PolarSurfaceArea,FormalCharge,NumRings,RotatableBondCount,Refractivity,LogpSolubility,Ro5,Ghose,Veber,ExAC_loss_frequency,target_betweenness,target_degree,number_targets,Blood,Skin,Brain,Testis,Adipose Tissue,Muscle,Nerve,Blood Vessel,Heart,Lung,Esophagus,Kidney,Thyroid,Pituitary,Uterus,Pancreas,VagiNaN,Stomach,AdreNaNl Gland,Colon,Prostate,Spleen,Liver,Fallopian Tube,Ovary,Breast,Bladder,Cervix Uteri,Small Intestine,Salivary Gland
Donepezil,passed,379.2147438,4.207932994,0,4,38.77,0,4,6,112.1147,0.0045,1,1,1,0.283185841,51784.02287,30,2,0.732271254,0.21135363,10,3.61620748,0.461096585,7.819921017,0.36488162,1.698105931,0.525769651,1.525265336,0.886162221,1.865379155,0.76601088,5.354573965,2.243912697,1.134945989,1.186487257,0.504009545,0.459137335,3.539183021,4.219288111,2.052807093,0.928801149,1.689638317,2.201324463,0.871683776,0.510498822,1.51731658,4.156428337,3.473966599
Dopamine,passed,153.0789786,0.029550239,3,3,66.48,0,1,2,43.2482,7.43,1,0,0,0.511627907,47272.59785,40,3,0.123829909,0.408100531,1.911266565,2.477720618,0.534970939,0.260586411,1.278688908,0.647997558,0.165632427,0.769981205,0.822840869,1.230102599,1.003611445,10,1.323092401,1.173264742,1.216204584,0.498604923,1.379140496,0.623452663,1.434202433,0.701427639,10,1.088503718,2.308261633,0.764767498,1.02142036,1.179019928,0.741835296,6.041281223
Dorzolamide,passed,324.0272191,-0.151113513,2,5,106.33,0,2,3,72.4611,0.699,1,1,0,0.547368421,27332.2638,26,2,10,5.067505121,10,10,10,10,1.179720581,0.573862731,5.158444405,10,1.370481133,10,10,6.354887724,2.264195204,9.910356522,3.188336015,10,4.109553099,10,1.884492457,5.651741266,10,1.317157984,1.594747543,10,2.33104372,1.641260982,2.001991272,10
Doxacurium Chloride,passed,1034.535134,-2.491688722,0,14,163.36,2,6,29,302.1498,9.02E-05,0,0,0,0.20212766,10900.37916,22,3,0.066853531,0.011627498,0.26298669,0.230370156,0.005366218,0,0,0,6.764817238,0.491422206,0.476170391,0.002640225,0.006180227,0.189404316,0.047894161,0.017752845,0.081816386,0.276749969,0.150418796,3.630660295,6.240046263,0.04103104,0.130754955,0.167142754,0.020543205,0.011008972,4.940295696,0.17120789,0.10368745,0.00539821
Doxapram,passed,378.2307282,3.230592205,0,3,32.78,0,4,6,112.8508,0.0343,1,1,1,0.311688312,885.7787278,18,0,0.013619582,0.111047707,1.940717101,0.386496738,1.973259926,0.17082271,0.857292503,5.164021969,0.71721369,10,1.763938904,2.200458586,2.9866153,6.180601358,1.586338758,10,1.77489239,1.505969882,10,1.764509022,4.860997915,0.894159049,0.157315619,3.523313403,0.604098976,1.201593637,2.494665623,1.351377249,1.174830317,0.155209467
Doxazosin,passed,451.1855689,2.135759032,1,9,112.27,0,5,4,121.6383,0.79,1,1,0,0.7,48947.977,22,1,0.510324657,0.978405893,5.897294044,10,1.916011453,0.173607916,2.548811913,7.03880024,10,3.401805401,4.427771568,4.847434282,1.499414742,10,10,0.717420101,2.201523066,2.797366619,1.186374843,7.741277933,6.674655676,7.962255955,7.432229042,5.589494944,2.130009413,1.393755913,5.346404076,5.440880299,2.836660385,0.368365675
Doxepin,passed,279.1623143,3.839974075,0,2,12.47,0,3,3,98.2448,0.0319,1,1,1,0.557692308,39011.46581,40,3,10,3.65049243,8.412851334,5.980387688,10,2.284672499,8.159985542,10,6.764817238,10,1.746618748,10,6.017980099,10,10,10,10,2.405904531,6.352208376,5.044525862,10,10,7.432229042,10,10,10,5.551623821,10,4.168484211,6.041281223
Doxorubicin,failed,543.1740608,0.916421642,6,12,206.07,0,5,5,134.5937,1.18,0,0,0,0.386986301,13574.60916,80,1,0.832667291,2.898108959,0.051945452,10,0.338461637,0.045268595,0.23290243,0.205790728,0.157298818,1.15861547,0.825459182,0.281202555,0.299000293,0.067619529,0.170647189,0.104524188,3.186079144,0.887116849,0.894613415,4.512827396,0.341136977,2.296064854,0.154950224,0.169803806,0.122039489,0.389409646,0.346370906,0.123274766,4.323980331,1.425280571
Doxylamine,passed,270.1732133,2.961942224,0,3,25.36,0,2,6,82.2373,0.541,1,1,1,0.392156863,1128.504699,12,3,0.015715607,3.65049243,8.412851334,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,10,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,4.811089993
Dronedarone,failed,556.2970932,5.277915882,1,5,88.85,0,3,17,158.1284,0.00201,0,0,0,0.55625,48947.977,104,18,1.579659462,5.015745878,10,10,10,10,8.159985542,10,10,7.986379623,8.714754105,10,6.017980099,10,10,10,10,3.671730042,10,9.502849579,10,10,7.432229042,10,10,10,8.242862701,10,6.593607426,5.810112476
Droperidol,passed,379.1696052,3.014257972,1,3,52.65,0,4,6,109.5173,0.0966,1,1,0,0.495495495,39011.46581,40,2,0.007850518,0.067573931,0.828758955,0.774569303,1.03386116,0.120648146,1.243043959,0.209701538,1.22844255,1.57038784,0.10889066,0.050514499,0.059399407,10,0.304680526,0.043005444,0.258125238,0.190850824,0.056782762,0.168666951,1.126801431,1.39191705,7.432229042,0.249922402,0.119209476,0.688240379,0.106480837,0.191675231,0.4134444,6.041281223
Drospirenone,passed,366.2194948,3.366761366,0,2,43.37,0,7,0,101.6772,0.00225,1,1,0,0.597701149,938299.3253,488,1,0.132114738,2.770787954,3.778188467,3.532535791,4.764630795,1.943944931,3.256078482,4.112647057,2.428492069,3.005712032,1.508669376,2.930467248,7.880338192,4.620756865,10,1.896831512,9.384143353,3.021050453,2.113021135,7.902982712,9.980841637,1.555290759,8.380415916,9.337072849,6.273174286,5.3550632,4.57027483,10,4.008768559,3.210373163
Drotaverine,passed,397.2253085,4.191374697,1,5,48.95,0,3,9,117.994,0.002,1,1,0,0.506666667,40315.9423,38,1,3.974747896,4.51633358,8.279202461,10,7.818791866,5.087971687,3.461178899,9.151669502,9.255744934,7.362811565,6.155385017,2.353960276,7.63650465,3.780659795,10,4.368881702,5.490097284,7.491747379,3.108339906,5.318552256,5.672657967,5.51720047,0.767231017,5.084904909,0.7352705,6.140532732,6.589051723,7.382175922,4.444702148,6.40662241
Duloxetine,passed,297.1187349,4.197729191,1,2,21.26,0,3,6,87.7339,0.00296,1,1,1,0.438271605,899.3097247,16,0,0.084211901,0.103767857,0.067612879,2.973424554,0.26832509,0.033454031,0.286698222,0.062439412,0.042957168,10,0.184468821,0.1258187,0.60743323,0.070946597,0.273122445,0.118998997,0.17983193,0.052482955,0.119057722,0.116031751,0.165628925,0.107961647,0.022387558,0.182832681,0.520193994,0.355366111,0.108225472,0.293606579,1.802167773,0.104218438
Dyclonine,passed,289.2041791,3.67599844,0,3,29.54,0,2,8,87.068,0.046,1,1,1,0.544354839,311.9238613,4,3,0,0,0,0.190577067,0,0,0,0.007819257,0.046489272,0,0,0,0,0,0,0,0,0,0,0,0,0.007205453,0,0,0,0,0,0.009817842,0,0
Dyphylline,passed,254.101505,-1.866082546,2,5,98.9,0,2,3,62.086,14.3,1,0,0,0.555045872,2345.318284,22,0,3.974747896,4.51633358,10,10,7.818791866,10,3.510766745,4.815096855,4.821199417,7.362811565,3.173707247,3.519646049,7.63650465,2.672997236,5.834105253,4.368881702,5.490097284,7.491747379,3.108339906,5.318552256,5.672657967,7.171571016,0.815996557,5.084904909,7.707544804,6.740929365,5.841405392,7.382175922,4.444702148,6.40662241
Echothiophate,passed,256.1136258,-3.050055223,0,1,35.53,1,0,8,78.138,0.297,1,0,1,0.565445026,0,2,2,0.010091096,1.068140745,2.47418952,0.911933929,0.614776731,0.208384901,0.389408782,0.333128482,0.735573649,3.62605238,5.883807182,0.371955737,0.658590734,0.399170369,6.599007607,0.193198204,1.764389098,0.45217225,0.686827511,4.312083483,0.39854753,1.589029908,10,10,0.165741965,1.124231815,1.970343351,6.333235741,1.893172979,0.207075194
Edrophonium,passed,166.1231891,-1.913807328,1,1,20.23,1,1,2,62.4088,0.0486,1,0,1,0.565445026,51784.02287,20,2,0.732271254,1.068140745,10,3.61620748,0.614776731,7.819921017,0.389408782,0.333128482,0.735573649,3.62605238,5.883807182,1.865379155,0.76601088,5.354573965,6.599007607,1.134945989,1.764389098,0.504009545,0.686827511,4.312083483,4.219288111,2.052807093,10,10,2.201324463,1.124231815,1.970343351,6.333235741,4.156428337,3.473966599
Eltrombopag,passed,442.1641052,6.026236313,3,7,114.59,0,4,5,126.4827,0.0103,0,0,0,0.351485149,22465.17936,14,2,0.054866526,0.029196197,0.109127656,0.697300941,0.158443749,0.032402515,0.185531735,0.106530853,0.109667078,0.253882647,0.095736049,0.069273395,0.198013037,0.115695652,0.185839944,0.079958685,0.088585258,0.089790605,0.056932572,0.08119167,0.100231931,0.114468619,0.018872294,0.128104523,0.294172794,0.160116948,0.138918161,0.146533981,0.077236563,0.063138679
Emedastine,passed,302.2106615,2.492385693,0,4,33.53,0,3,5,90.4747,1.44,1,1,1,0.392156863,0,0,2,0.015715607,3.65049243,0.821691573,0.468008608,2.634119272,0.206760287,4.439896584,3.860967875,0.27770406,1.866600156,1.18233645,0.496618852,0.802930653,0.221367896,1.706133068,0.125068769,2.750898838,0.407100767,0.26927653,2.138170123,1.168346405,0.453772113,0.050176028,2.241176188,1.707205772,2.094831586,2.018864393,2.547428608,1.58886683,0.826448143
ENaNlapril,passed,376.199822,0.587776603,2,5,95.94,0,2,10,99.5746,0.213,1,1,0,0.574117647,370.0847639,8,1,0.07381805,1.012889147,0.509360015,1.40536952,2.493635178,0.281444043,0.769924194,0.463265717,0.652296543,6.122609138,0.764330089,1.166038543,2.922376871,2.143320382,1.077281952,0.570030272,0.835846007,0.899882436,0.985796779,2.308305621,1.307435334,0.511285901,0.09457102,0.53246817,0.414817899,1.885455549,0.780115008,1.234144688,10,1.890403271
Enflurane,passed,183.9714334,2.799209302,0,1,9.23,0,0,3,23.0654,3.9,1,0,1,0.571428571,22183.96516,48,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Enoxacin,passed,320.1284686,-0.983051937,2,7,85.77,0,3,3,83.9469,1.09,1,0,0,0.386986301,13574.60916,80,5,0.832667291,2.898108959,0.051945452,10,0.338461637,0.045268595,0.23290243,0.205790728,0.157298818,1.15861547,0.825459182,0.281202555,0.299000293,0.067619529,0.170647189,0.104524188,3.186079144,0.887116849,0.894613415,4.512827396,0.341136977,2.296064854,0.154950224,0.169803806,0.122039489,0.389409646,0.346370906,0.123274766,4.323980331,1.425280571
Enprofylline,passed,194.0803756,-0.113667373,2,3,78.09,0,2,2,49.3104,5.68,1,1,0,0.506666667,476.7952634,12,2,3.974747896,4.85281229,9.195447922,10,7.818791866,5.087971687,3.461178899,4.815096855,3.795248985,7.362811565,3.173707247,2.353960276,7.63650465,2.672997236,5.834105253,4.368881702,5.490097284,7.491747379,3.108339906,8.217876434,5.672657967,7.171571016,0.813544869,5.084904909,0.660170913,6.740929365,5.841405392,7.382175922,4.444702148,6.40662241
Enzalutamide,passed,464.0930093,4.15541124,1,3,76.44,0,3,4,113.4796,0.00136,1,1,0,0.597701149,938299.3253,488,0,0.013957467,2.770787954,0.294103205,3.129991651,4.764630795,1.943944931,2.251020789,3.797863245,2.428492069,1.021457791,0.740231454,1.083686352,1.957008362,1.006197065,9.231753349,0.32681945,9.384143353,0.79700309,0.723316014,0.438020542,9.980841637,0.34989439,8.380415916,7.810228109,6.114907742,5.3550632,3.292177677,10,0.58180356,0.914584279
Ephedrine,passed,165.1153641,1.317834728,2,2,32.26,0,1,3,49.6873,8.26,1,1,1,0.495495495,51784.02287,20,2,1.305498481,3.052100062,10,3.61620748,3.386632442,7.819921017,3.515752673,2.809069872,1.551374435,5.412709236,3.591173649,2.293737411,1.921528518,5.354573965,3.461298704,3.911991835,10,5.469656944,2.005632758,3.836916924,4.738250971,2.052807093,7.432229042,3.265321732,6.351439953,2.6016711,3.878075361,6.274841785,4.971491814,3.473966599
Epinephrine,passed,183.0895433,-0.429529285,4,4,72.72,0,1,3,49.2303,18.6,1,0,0,0.727272727,89139.86205,74,1,2.362123251,5.376092196,2.66193819,5.416719437,10,2.873353481,8.159985542,7.03880024,9.283231735,10,4.539180279,10,6.017980099,1.609152734,4.600313425,10,10,2.476612806,2.263431668,5.044525862,4.628032923,9.758530617,10,3.192496419,10,10,5.551623821,10,4.168484211,5.831739426
Epirubicin,passed,543.1740608,0.916421642,6,12,206.07,0,5,5,134.5937,1.18,0,0,0,0.386986301,13574.60916,80,2,6.129057884,6.520314455,2.621120691,10,8.59042263,4.552315712,8.607575417,5.969885349,2.825028896,8.528461456,4.950775146,4.493149042,7.368268728,6.647711515,8.011294365,4.091323853,6.636466742,5.14423275,4.27533102,7.035135746,6.700758219,8.315835476,3.666980028,8.823835373,10,9.029793739,7.386610508,7.999378204,8.502129555,5.965961456
Eplerenone,passed,414.2042387,2.331412885,0,4,82.2,0,6,2,106.6777,0.00903,1,1,0,0.511627907,2.392745225,6,3,0.132114738,0.690925747,3.778188467,3.532535791,2.979484797,1.712464213,3.256078482,2.857536077,2.339557648,3.005712032,1.508669376,2.930467248,7.880338192,4.620756865,2.202924252,1.896831512,2.467454791,3.021050453,2.113021135,7.902982712,1.688950598,1.555290759,1.445086181,2.474302649,4.797315121,3.944009781,4.57027483,4.093370914,4.008768559,3.210373163
Epoprostenol,passed,352.2249741,2.415704516,3,5,86.99,0,2,10,99.0069,0.136,1,1,0,0.529411765,24162.33657,14,5,2.36969924,4.486662388,5.043166161,3.31341362,10,1.292846322,9.139339447,10,7.168891907,10,10,5.220607042,8.731801033,1.198509634,10,1.809980512,9.173936844,3.624891043,3.127762437,6.42617178,10,5.992988825,2.329800963,10,10,10,10,10,4.780283928,6.198821068
Eprosartan,passed,424.145678,3.797230394,2,5,92.42,0,3,10,117.0243,0.00866,1,1,0,0.417391304,57113.42547,48,2,0.019680383,4.10831809,0.104426496,1.279245079,10,2.542785645,5.303859472,3.417170525,1.319192886,5.280982018,2.20072794,2.33992672,8.311505318,0.534499943,1.601406753,1.0542382,2.139179051,0.904568195,10,2.981262326,2.305687547,2.287080646,10,4.9211514,0.928454578,10,7.664821625,1.565535426,1.411323667,2.821396589
Equilin,passed,268.1463299,3.903449553,1,2,37.3,0,4,0,79.9324,0.0133,1,1,1,0.35483871,0,0,1,1.539189577,2.853960991,2.841395378,2.936198354,2.225090027,1.045205474,2.716732144,1.949035883,1.48106575,1.947326899,2.446862221,2.231631637,2.705718875,3.499831438,3.084521413,1.562570691,2.518430591,2.299179316,1.919371784,2.179904699,3.276064515,3.356943607,1.744826078,3.173352242,4.384112835,3.01923728,2.41430521,2.79188323,2.270767927,2.122282505
Ergoloid Mesylate,passed,631.267584,2.171486253,3,6,118.21,0,7,3,143.661,NaN,0,0,0,0.557692308,47272.59785,40,14,0.236110285,10,10,5.818140268,10,2.284672499,10,10,7.61603117,10,8.169617653,10,10,10,10,10,10,4.648613453,10,10,10,10,10,10,10,10,10,10,10,10
Ergonovine,passed,325.179027,1.070695986,3,3,68.36,0,4,3,95.0519,0.321,1,1,0,0.495495495,1367.074192,20,0,0,0.067355435,0.417348146,0.382963732,1.03386116,0.031021876,0.044263637,0.209701538,1.22844255,1.57038784,0.10889066,0.050514499,0.059399407,0.018345008,0.157107003,0.018889576,0.062211027,0.190850824,0.025538878,0.168666951,1.126801431,1.39191705,7.432229042,0.07415865,0.119209476,0.579941928,0.106480837,0.184150502,0.4134444,0.195942268
Ergotamine,passed,581.2638193,2.59769731,3,6,118.21,0,8,4,160.1678,0.223,0,0,0,0.55625,39011.46581,40,2,0.062373392,2.741013765,1.229638696,5.416719437,10,2.284672499,8.159985542,7.03880024,2.891987085,3.401805401,1.746618748,1.998221219,6.017980099,10,4.600313425,10,10,1.237327576,1.231350124,5.044525862,4.628032923,9.758530617,7.432229042,3.192496419,10,10,5.551623821,10,4.168484211,6.041281223
Erythrityl Tetranitrate,passed,301.9982217,1.230457255,0,12,220.2,0,0,11,53.2546,0.195,0,1,0,0.47755102,26461.44941,572,1,0.243866488,10,5.921479702,7.479524851,10,5.302436352,10,10,6.844884396,10,10,10,10,10,10,2.244259119,10,4.399550438,7.549141645,7.225736141,10,4.962730885,4.192828178,10,10,10,10,10,8.587995529,5.265724659
Esmolol,passed,295.1783583,1.822430183,2,4,67.79,0,1,10,81.0532,0.144,1,1,0,0.457627119,7444.691403,28,2,0.061153572,0.048267597,2.66193819,0.497891709,1.27212739,0.050163522,0.086390488,0.048335738,9.283231735,7.986379623,0.743740559,0.365240887,0.402712882,0.079889987,0.054107428,0.38595745,0.091566753,0.385029972,0.066269875,0.861847639,2.3559618,0.924754381,0.086499315,0.075516263,0.042985387,0.614705503,0.578674674,0.044032782,1.357345104,0.15696682
Estramustine,passed,439.1680993,5.09911391,1,2,49.77,0,4,6,116.2129,0.000385,0,1,0,0.582441113,1307522.364,656,1,0.228656456,5.752886772,10,3.989858866,4.813164234,1.195083618,6.083887339,7.015863419,6.379189491,4.610655308,5.421032429,0.762865931,5.87182045,10,10,1.933960557,10,0.993050456,1.908823967,4.255976915,4.281460285,0.750645727,1.937414885,10,3.1680305,3.478399515,10,10,2.125820875,2.708556175
Estriol,passed,288.1725446,2.670597721,3,3,60.69,0,4,0,81.2662,0.119,1,1,0,0.429347826,1307522.364,656,3,0.143967718,0.226209901,0.131807074,2.469125271,0.843457222,0.241446048,0.709412068,0.832736254,0.219112232,0.642335713,0.181783482,0.379482523,0.930546701,2.723376274,10,0.199634209,10,0.161534473,1.908823967,0.196243055,1.679577112,0.555809438,1.937414885,10,2.849998474,2.848439336,0.971309423,10,0.306675911,0.399344981
Estrone,passed,270.1619799,4.309029034,1,2,37.3,0,4,0,79.0824,0.00394,1,1,1,0.325443787,1307522.364,656,2,0.058904357,0.226209901,0.131807074,1.198394299,0.843457222,0.241446048,0.709412068,0.832736254,0.219112232,0.642335713,0.181783482,0.335101813,0.930546701,2.723376274,10,0.155825898,10,0.150477931,0.527429178,0.137783535,1.679577112,0.555809438,1.937414885,10,2.849998474,2.848439336,0.971309423,10,0.210876033,0.24623996
Estropipate,passed,350.1187945,3.833715688,1,4,80.67,0,4,2,89.0742,0.0059,1,1,0,0.429347826,1307522.364,656,3,0.143967718,0.226209901,0.131807074,2.469125271,0.843457222,0.241446048,0.709412068,0.832736254,0.219112232,0.642335713,0.181783482,0.379482523,0.930546701,2.723376274,10,0.199634209,10,0.161534473,1.908823967,0.196243055,1.679577112,0.555809438,1.937414885,10,2.849998474,2.848439336,0.971309423,10,0.306675911,0.399344981
Eszopiclone,passed,388.1050661,0.806543033,0,6,91.76,0,4,3,95.8855,0.885,1,1,0,0.52991453,22304,28,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Ethacrynic Acid,passed,302.0112643,3.655706891,1,4,63.6,0,1,6,72.224,0.0194,1,1,0,0.495283019,55774.75576,602,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Ethanol,failed,46.04186481,-0.161769114,1,1,20.23,0,0,0,13.0099,579,1,0,1,0.58,8267.844533,28,7,0.354343563,10,10,1.352948725,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7.667934418,10,10,10,10,10,10,10,10,10
Ethinyl Estradiol,passed,296.17763,3.897353088,2,2,40.46,0,4,0,87.3745,0.00677,1,1,0,0.410852713,1307522.364,656,5,0.058904357,0.226209901,0.131807074,1.198394299,0.843457222,0.241446048,0.709412068,0.832736254,0.219112232,0.642335713,0.181783482,0.335101813,0.930546701,2.723376274,10,0.155825898,10,0.150477931,0.527429178,10,1.679577112,0.555809438,10,10,2.849998474,2.848439336,0.971309423,10,10,0.24623996
Ethopropazine,passed,312.1660195,5.001186761,0,2,6.48,0,3,5,98.0021,0.00524,0,1,1,0.405660377,10900.37916,22,17,0.079962492,0.56154722,8.412851334,0.329056874,0.096889682,0.037200391,0.099421427,0.097507045,6.764817238,1.19683969,0.476170391,0.068023879,0.118163206,0.061309651,0.090785991,0.067557536,0.153300904,0.323356718,0.074912652,3.630660295,10,0.294659451,0.130754955,0.167142754,0.114592835,0.69010514,4.940295696,0.176632389,0.221445233,4.811089993
Ethosuximide,passed,141.0789786,0.550097684,1,2,46.17,0,1,1,35.9579,101,1,0,0,0.364937388,703.1521437,6,6,0.007019226,0.35930784,2.011617184,0.54385972,0.122060537,0.015268689,0.043383531,0.070506811,0.078194283,0.151699632,0.090690285,0.012365881,0.190093249,0.107501067,1.295796096,0.027921477,2.796150446,0.068627708,0.10331114,0.082966704,0.700916529,0.048355313,0.004301544,2.29239893,3.26220417,0.537010968,0.032564022,4.444122791,0.104649588,0.101794824
Ethotoin,passed,204.0898776,1.066692958,1,2,49.41,0,2,2,55.0493,2.38,1,1,0,0.452054795,8902.616593,28,1,0.071714014,0.064219531,0.189979568,0.349734992,0.129683197,0.322331607,0.889758646,0.365260571,10,0.082691669,0.097945996,0.047628345,0.199620463,0.198032156,0.440079853,0.027336527,0.750107229,0.113658778,0.043610746,0.151147492,0.437374666,0.068283278,0.006281314,0.150463946,0.633529127,0.248194315,0.649750292,1.067426562,0.170568168,0.102510147
Ethynodiol,passed,384.2300595,3.68814027,0,2,52.6,0,4,4,106.6249,0.00397,1,1,0,0.591111111,1307522.364,656,1,0.058904357,0.226209901,0.18730858,1.198394299,0.941250026,0.241446048,0.752880543,4.112647057,1.349327683,0.831195831,0.698457599,0.335101813,0.930546701,2.723376274,10,0.155825898,10,0.26854822,0.940205961,0.65966481,2.13158083,0.633367896,1.937414885,10,6.273174286,2.848439336,1.470778465,10,0.310325801,0.372481614
Etidronic Acid,passed,205.9745256,-2.277497331,5,7,135.29,0,0,2,34.511,11.5,1,0,0,0.457665904,18439.56474,164,1,10,10,10,10,10,3.503298759,10,10,5.526605606,10,10,10,10,10,10,8.9766922,10,10,10,10,10,10,9.53508997,10,10,10,10,10,9.716422081,10
Etomidate,passed,244.1211778,2.499786043,0,2,44.12,0,2,5,69.5923,0.477,1,1,0,0.55625,8267.844533,28,5,0.039836101,10,10,5.317652941,10,2.284672499,10,8.739851952,7.61603117,10,8.169617653,4.782308102,10,10,10,7.055880547,10,2.439117908,3.30552125,7.014136076,10,9.464316368,2.873073339,9.870306969,6.177269936,10,10,10,10,10
Etoposide,passed,588.1842911,1.160430458,3,12,160.83,0,7,5,139.0212,0.978,0,0,0,0.44966443,13574.60916,80,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.82285881,10,10,10,10,10,10,10
